City,Latitude,Longitude,Gender,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Unlimited Data,Online Security,Online Backup,Device Protection,Tech Support,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Contract,Payment Method,Offer,Referred a Friend,Number of Referrals,Monthly Charges,Total Charges,Avg Monthly Long Distance Charges,Total Long Distance Charges,Avg Monthly GB Download,Total Extra Data Charges,Total Revenue,Total Refunds,Tenure Months,CLTV,Satisfaction Score,Customer Status,Churn Label,Churn Category,Churn Reason
San Jose,37.311088,-121.961786,Male,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,No,No,One year,Credit card (automatic),Offer B,Yes,1,60.3,3563.8,17.22,998.76,21,0,4562.56,0.0,58,4026,2,Churned,Yes,Dissatisfaction,Network reliability
San Jose,37.238758,-121.828375,Male,No,Yes,No,No phone service,DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Electronic check,,No,0,24.75,24.75,0.0,0.0,57,0,24.75,0.0,1,3001,1,Churned,Yes,Competitor,Competitor had better devices
San Jose,37.375156,-121.795867,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,Offer D,Yes,1,103.3,2012.7,28.04,532.76,22,0,2545.46,0.0,19,2349,3,Churned,Yes,Price,Lack of affordable download/upload speed
Stockton,37.959706,-121.287669,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,Electronic check,,No,0,78.5,242.05,31.88,95.64,7,0,337.69,0.0,3,3567,2,Churned,Yes,Price,Long distance charges
Stockton,37.974498,-121.319568,Female,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Mailed check,Offer E,No,0,19.85,63.75,25.75,77.25,0,0,141.0,0.0,3,3398,1,Churned,Yes,Price,Long distance charges
Stockton,37.902422,-121.440029,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,Electronic check,,No,0,79.9,260.9,2.98,8.94,3,0,269.84,0.0,3,4367,2,Churned,Yes,Price,Price too high
Stockton,38.044523,-121.348048,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,No,Month-to-month,Electronic check,,No,0,99.7,2967.35,43.61,1308.3,8,80,4355.65,0.0,30,3548,1,Churned,Yes,Dissatisfaction,Product dissatisfaction
Stockton,38.049457,-121.21653,Male,No,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,Credit card (automatic),Offer D,No,0,58.6,939.7,14.79,221.85,59,0,1161.55,0.0,15,2003,2,Churned,Yes,Dissatisfaction,Service dissatisfaction
Acampo,38.200231,-121.235034,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,Offer D,Yes,1,98.5,1037.75,1.09,10.9,18,0,1048.65,0.0,10,4501,2,Churned,Yes,Dissatisfaction,Lack of self-service on Website
Arnold,38.32153,-120.236358,Female,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Mailed check,Offer E,No,0,50.45,50.45,23.7,23.7,17,0,74.15,0.0,1,2806,3,Churned,Yes,Dissatisfaction,Network reliability
Campo Seco,38.233879,-120.861666,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Month-to-month,Electronic check,,Yes,1,94.65,3624.3,49.7,1888.6,30,0,5512.900000000001,0.0,38,3498,2,Churned,Yes,Other,Don't know
Clements,38.227285,-121.02789,Female,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),Offer E,No,0,100.25,100.25,20.23,20.23,17,0,120.48,0.0,1,5797,1,Churned,Yes,Other,Don't know
French Camp,37.873283,-121.292034,Female,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Electronic check,Offer D,No,0,88.45,1422.1,17.8,284.8,5,140,1846.9,0.0,16,5186,2,Churned,Yes,Other,Don't know
Glencoe,38.358464,-120.579304,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Electronic check,Offer E,No,0,69.85,69.85,12.13,12.13,19,0,81.97999999999999,0.0,1,4548,1,Churned,Yes,Competitor,Competitor had better devices
Hathaway Pines,38.184914,-120.364085,Male,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Bank transfer (automatic),Offer D,No,0,81.7,858.6,18.38,220.56,3,0,1079.16,0.0,12,2850,1,Churned,Yes,Dissatisfaction,Poor expertise of phone support
Lockeford,38.166791,-121.14207,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,Offer E,No,0,79.9,324.3,43.06,172.24,46,0,496.54,0.0,4,4669,1,Churned,Yes,Competitor,Competitor had better devices
Lodi,38.128087,-121.4078,Female,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Credit card (automatic),Offer D,No,0,25.4,399.6,45.84,687.6,0,0,1087.2,0.0,15,2853,1,Churned,Yes,Attitude,Attitude of support person
Murphys,38.147852,-120.440124,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Bank transfer (automatic),Offer B,Yes,1,83.75,3273.55,45.84,1879.44,18,0,5152.99,0.0,41,4995,1,Churned,Yes,Competitor,Competitor offered more data
Wallace,38.192608,-120.957842,Female,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Mailed check,Offer E,No,0,20.9,20.9,15.73,15.73,0,0,36.63,0.0,1,5421,3,Churned,Yes,Competitor,Competitor made better offer
Atwater,37.321233,-120.656354,Female,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,No,Month-to-month,Mailed check,Offer E,Yes,1,69.4,69.4,33.46,33.46,12,10,112.86,0.0,1,2404,1,Churned,Yes,Competitor,Competitor had better devices
Big Oak Flat,37.818589,-120.256995,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Electronic check,Offer E,No,0,74.9,541.15,46.79,327.53,25,0,868.68,0.0,7,5159,1,Churned,Yes,Competitor,Competitor had better devices
Crows Landing,37.435664,-121.049056,Female,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Credit card (automatic),Offer B,Yes,1,74.15,3229.4,2.9,121.8,21,0,3351.2000000000003,0.0,42,2322,1,Churned,Yes,Attitude,Attitude of support person
Gustine,37.147198,-121.120161,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Electronic check,Offer E,No,0,70.1,70.1,46.17,46.17,30,0,116.27,0.0,1,2007,3,Churned,Yes,Competitor,Competitor offered higher download speeds
Hughson,37.5923,-120.853288,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Electronic check,Offer D,No,0,78.3,909.25,35.8,429.6,25,0,1338.85,0.0,12,3545,1,Churned,Yes,Competitor,Competitor offered higher download speeds
La Grange,37.666587,-120.411517,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,Offer B,No,0,96.8,5283.95,47.38,2605.9,29,0,7889.85,0.0,55,4089,1,Churned,Yes,Competitor,Competitor offered more data
Lathrop,37.80821,-121.308401,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,Electronic check,Offer D,No,0,94.4,1617.5,21.82,370.94,23,0,1988.44,0.0,17,2825,1,Churned,Yes,Competitor,Competitor offered more data
Mariposa,37.526791,-119.99437,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,No,No,Month-to-month,Electronic check,,No,0,84.3,84.3,1.63,1.63,59,10,95.93,0.0,1,2172,1,Churned,Yes,Competitor,Competitor offered more data
Merced,37.40122,-120.514191,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Credit card (automatic),,No,0,92.45,6440.25,25.77,1855.44,6,0,8295.69,0.0,72,5697,1,Churned,Yes,Competitor,Competitor made better offer
Modesto,37.672906,-120.946594,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Electronic check,Offer D,Yes,1,99.55,1131.2,1.28,14.08,14,0,1145.28,0.0,11,3172,3,Churned,Yes,Competitor,Competitor made better offer
Modesto,37.716186,-121.025836,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Electronic check,,No,0,81.25,585.95,5.02,40.16,26,0,626.11,0.0,8,3812,1,Churned,Yes,Price,Price too high
Modesto,37.612612,-121.108568,Male,Yes,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Bank transfer (automatic),,Yes,1,19.95,19.95,8.03,8.03,0,0,27.98,0.0,1,4860,1,Churned,Yes,Price,Long distance charges
Pinecrest,38.224869,-119.755729,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Month-to-month,Electronic check,Offer D,Yes,1,99.25,2186.4,19.2,441.6,7,0,2628.0,0.0,23,5338,1,Churned,Yes,Dissatisfaction,Service dissatisfaction
Riverbank,37.734971,-120.954271,Female,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,No,No,Two year,Electronic check,,No,0,80.45,3201.55,24.45,953.55,27,0,4155.1,0.0,39,2224,3,Churned,Yes,Dissatisfaction,Lack of self-service on Website
Soulsbyville,37.990574,-120.261821,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,No,No,Month-to-month,Bank transfer (automatic),,Yes,1,79.35,661.25,31.67,285.03000000000003,59,10,956.28,0.0,9,4533,3,Churned,Yes,Dissatisfaction,Network reliability
Stevinson,37.316807,-120.855753,Female,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Electronic check,Offer D,No,0,79.75,1111.85,42.83,642.4499999999999,21,0,1754.2999999999995,0.0,15,2813,3,Churned,Yes,Dissatisfaction,Limited range of services
Turlock,37.474396,-120.875917,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,,Yes,1,100.05,3046.15,39.74,1192.2,22,0,4238.35,0.0,30,4664,1,Churned,Yes,Competitor,Competitor had better devices
Turlock,37.529656,-120.854357,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Electronic check,,No,0,69.35,69.35,45.86,45.86,27,0,115.21,0.0,1,5796,2,Churned,Yes,Price,Long distance charges
Vernalis,37.609095,-121.263381,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic check,,No,0,85.8,272.2,10.6,31.8,73,0,304.0,0.0,3,5641,1,Churned,Yes,Competitor,Competitor had better devices
Waterford,37.669516,-120.626964,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Two year,Electronic check,,No,0,79.7,5293.4,42.77,2865.59,3,0,8158.99,0.0,67,6289,1,Churned,Yes,Price,Price too high
Winton,37.421299,-120.599587,Female,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Mailed check,,No,0,50.55,50.55,22.56,22.56,2,0,73.11,0.0,1,3357,1,Churned,Yes,Dissatisfaction,Product dissatisfaction
Santa Rosa,38.488431,-122.752839,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,No,Yes,Month-to-month,Electronic check,,Yes,1,80.55,80.55,43.67,43.67,73,0,124.22,0.0,1,4273,1,Churned,Yes,Competitor,Competitor had better devices
Santa Rosa,38.439696,-122.668817,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Electronic check,,Yes,1,84.5,916.9,40.63,487.56000000000006,59,0,1404.46,0.0,12,4154,1,Churned,Yes,Competitor,Competitor had better devices
Santa Rosa,38.468893,-122.580539,Female,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Mailed check,,No,0,84.3,1855.65,29.07,639.54,52,0,2495.19,0.0,22,5313,1,Churned,Yes,Competitor,Competitor had better devices
Clearlake Oaks,39.07116,-122.598542,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Electronic check,,No,0,67.75,116.65,11.75,23.5,4,0,140.15,0.0,2,2299,2,Churned,Yes,Other,Don't know
Cobb,38.838088,-122.73203,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,,No,0,85.25,2287.25,31.17,841.59,25,0,3128.84,0.0,27,5172,1,Churned,Yes,Competitor,Competitor had better devices
Eldridge,38.348884,-122.51699,Female,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),,No,0,80.05,830.7,49.7,497.0,10,0,1327.7,0.0,10,3740,1,Churned,Yes,Competitor,Competitor offered higher download speeds
Elk,39.108252,-123.645121,Male,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Mailed check,,No,0,20.0,20.0,46.77,46.77,0,0,66.77000000000001,0.0,1,3657,2,Churned,Yes,Attitude,Attitude of service provider
Glen Ellen,38.368744,-122.522642,Female,No,No,Yes,No,DSL,No,Yes,No,No,No,No,No,No,No,Month-to-month,Credit card (automatic),,No,0,48.8,1054.6,3.95,86.9,30,20,1161.5,0.0,22,2270,1,Churned,Yes,Competitor,Competitor made better offer
Mendocino,39.305545,-123.743697,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,,No,0,85.05,85.05,16.37,16.37,7,0,101.42,0.0,1,2975,1,Churned,Yes,Competitor,Competitor had better devices
Redwood Valley,39.298065,-123.25211,Female,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,,Yes,1,102.8,2110.15,16.67,350.07000000000005,3,0,2460.2200000000003,0.0,21,3123,1,Churned,Yes,Competitor,Competitor had better devices
Sonoma,38.25485,-122.461799,Female,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Mailed check,,No,0,99.95,547.65,5.16,30.96,59,0,578.61,0.0,6,3722,2,Churned,Yes,Competitor,Competitor offered higher download speeds
Mckinleyville,40.965011,-124.015255,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),,Yes,1,117.8,8684.8,34.87,2510.64,8,0,11195.44,0.0,72,4432,2,Churned,Yes,Competitor,Competitor offered higher download speeds
Blue Lake,40.94338,-123.831799,Female,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Electronic check,,No,0,79.5,4370.25,45.77,2471.5800000000004,10,0,6841.83,0.0,54,5684,1,Churned,Yes,Attitude,Attitude of support person
Fields Landing,40.726949,-124.217378,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,Bank transfer (automatic),,Yes,1,79.65,251.75,43.27,129.81,17,0,381.56,0.0,3,5036,1,Churned,Yes,Competitor,Competitor offered more data
Hoopa,41.163637,-123.704841,Male,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,,No,0,94.7,740.3,19.49,155.92,10,80,976.22,0.0,8,5811,1,Churned,Yes,Competitor,Competitor offered more data
Miranda,40.210895,-123.86,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,Electronic check,,No,0,92.5,452.7,3.25,16.25,25,0,468.95,0.0,5,2810,2,Churned,Yes,Competitor,Competitor offered more data
Myers Flat,40.267158,-123.805913,Female,Yes,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Mailed check,,Yes,1,19.45,19.45,28.73,28.73,0,0,48.18,0.0,1,2865,2,Churned,Yes,Competitor,Competitor made better offer
Rio Dell,40.485849,-124.163234,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Electronic check,,No,0,75.55,166.3,41.37,82.74,28,0,249.04,0.0,2,4320,2,Churned,Yes,Competitor,Competitor made better offer
Samoa,40.809636,-124.189977,Male,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Electronic check,,Yes,1,70.0,70.0,38.8,38.8,4,0,108.8,0.0,1,2485,2,Churned,Yes,Price,Price too high
Smith River,41.950683,-124.097094,Male,Yes,No,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),Offer B,Yes,1,74.8,4820.15,40.47,2630.55,30,0,7450.699999999999,0.0,65,5207,1,Churned,Yes,Dissatisfaction,Product dissatisfaction
Trinidad,41.162295,-124.027381,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,,Yes,1,104.4,3409.6,11.32,373.56,12,0,3783.16,0.0,33,3185,1,Churned,Yes,Dissatisfaction,Service dissatisfaction
Zenia,40.170357,-123.417298,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,Electronic check,,No,0,86.2,1270.2,20.03,300.45000000000005,59,100,1670.65,0.0,15,5829,1,Churned,Yes,Dissatisfaction,Lack of self-service on Website
Auburn,38.99003,-121.114408,Female,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Credit card (automatic),,Yes,1,51.2,1561.5,0.0,0.0,12,0,1561.5,0.0,30,4568,3,Churned,Yes,Dissatisfaction,Network reliability
Clarksburg,38.384648,-121.578701,Female,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Mailed check,,No,0,19.5,31.55,28.02,56.04,0,0,87.59,0.0,2,2484,3,Churned,Yes,Dissatisfaction,Limited range of services
Davis,38.508735,-121.678813,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Electronic check,,No,0,74.9,321.75,26.23,104.92,29,0,426.67,0.0,4,2122,1,Churned,Yes,Price,Lack of affordable download/upload speed
Davis,38.544002,-121.685559,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Credit card (automatic),,No,0,74.9,147.15,38.28,76.56,18,0,223.71,0.0,2,2078,1,Churned,Yes,Price,Long distance charges
Elverta,38.734997,-121.463719,Female,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,,No,0,100.25,2387.75,36.24,906.0,3,0,3293.75,0.0,25,2195,1,Churned,Yes,Price,Extra data charges
Fair Oaks,38.652065,-121.25441,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-month,Mailed check,,No,0,102.8,2660.2,36.5,912.5,30,0,3572.7,0.0,25,4969,1,Churned,Yes,Price,Price too high
Folsom,38.672638,-121.147403,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,One year,Electronic check,Offer B,No,0,100.0,4211.55,39.37,1692.91,23,140,6044.46,0.0,43,4760,1,Churned,Yes,Dissatisfaction,Product dissatisfaction
Galt,38.274451,-121.259201,Male,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,,Yes,5,99.85,990.9,43.28,432.8,12,0,1423.7,0.0,10,4243,1,Churned,Yes,Dissatisfaction,Service dissatisfaction
Garden Valley,38.852544,-120.837669,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),,No,0,94.2,193.8,42.89,85.78,13,0,279.58000000000004,0.0,2,5299,2,Churned,Yes,Dissatisfaction,Lack of self-service on Website
Grizzly Flats,38.636102,-120.522149,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Electronic check,,No,0,83.85,790.15,10.04,90.36,13,0,880.51,0.0,9,3723,1,Churned,Yes,Dissatisfaction,Network reliability
Guinda,38.830739,-122.196202,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,Credit card (automatic),,No,0,88.3,2467.75,16.94,457.38000000000005,11,0,2925.13,0.0,27,2420,3,Churned,Yes,Other,Don't know
Hood,38.375325,-121.507935,Male,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),,No,0,104.05,7262.0,2.52,173.88,24,0,7435.88,0.0,69,4254,3,Churned,Yes,Attitude,Attitude of service provider
Jackson,38.336216,-120.76901,Male,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),,Yes,7,94.7,1914.9,37.8,831.5999999999999,15,0,2746.5,0.0,22,5615,2,Churned,Yes,Attitude,Attitude of support person
Loomis,38.809175,-121.171375,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Bank transfer (automatic),,Yes,1,100.65,5688.05,33.81,1893.36,29,130,7711.41,0.0,56,4803,1,Churned,Yes,Attitude,Attitude of support person
Roseville,38.736685,-121.251984,Female,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Two year,Bank transfer (automatic),,Yes,1,80.55,5265.1,21.7,1432.2,3,0,6697.3,0.0,66,4400,3,Churned,Yes,Attitude,Attitude of support person
Pioneer,38.546999,-120.271114,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Electronic check,,Yes,1,78.85,1772.25,2.05,49.2,22,0,1821.45,0.0,24,3079,1,Churned,Yes,Attitude,Attitude of service provider
Plymouth,38.489273,-120.891614,Female,No,No,Yes,No,DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Mailed check,Offer E,No,0,44.45,44.45,48.31,48.31,22,0,92.76,0.0,1,4879,3,Churned,Yes,Attitude,Attitude of service provider
Thornton,38.157794,-121.520223,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,,No,0,84.9,3067.2,24.66,887.76,22,0,3954.96,0.0,36,2455,1,Churned,Yes,Attitude,Attitude of service provider
Vacaville,38.419088,-122.024568,Male,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Mailed check,Offer E,No,0,20.25,20.25,23.16,23.16,0,0,43.41,0.0,1,2959,1,Churned,Yes,Attitude,Attitude of support person
Walnut Grove,38.240419,-121.587535,Male,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Electronic check,,No,0,74.35,74.35,4.8,4.8,11,0,79.14999999999999,0.0,1,5633,3,Churned,Yes,Other,Deceased
Wheatland,39.043387,-121.409837,Male,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Mailed check,Offer E,No,0,62.05,62.05,47.83,47.83,12,10,119.88,0.0,1,2937,2,Churned,Yes,Other,Moved
Emigrant Gap,39.23754,-120.720196,Male,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Credit card (automatic),,Yes,1,80.0,3182.95,35.7,1392.3000000000002,9,0,4575.25,0.0,39,2704,1,Churned,Yes,Other,Moved
Meadow Vista,39.003358,-121.022539,Male,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Mailed check,Offer E,No,0,104.1,541.9,38.89,194.45,8,0,736.3499999999999,0.0,5,3131,3,Churned,Yes,Other,Moved
Soda Springs,39.279068,-120.414275,Male,Yes,No,No,No phone service,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Bank transfer (automatic),,Yes,1,39.1,971.3,0.0,0.0,5,0,971.3,0.0,24,4591,1,Churned,Yes,Competitor,Competitor had better devices
Elk Grove,38.35363,-121.44195,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Electronic check,Offer E,No,0,76.5,162.45,17.22,34.44,30,0,196.89,0.0,2,5944,1,Churned,Yes,Other,Don't know
Woodland,38.694081,-121.694431,Male,No,No,Yes,No,DSL,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,Electronic check,Offer E,No,0,49.2,216.9,7.31,36.55,18,0,253.45,0.0,5,4336,1,Churned,Yes,Competitor,Competitor offered more data
Sacramento,38.608405,-121.449942,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Credit card (automatic),,No,0,23.15,245.2,30.91,340.01,0,0,585.21,0.0,11,5671,1,Churned,Yes,Competitor,Competitor made better offer
Sacramento,38.550722,-121.457314,Female,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,Offer E,Yes,1,80.85,302.75,44.28,177.12,59,40,519.87,0.0,4,2961,1,Churned,Yes,Competitor,Competitor had better devices
Sacramento,38.625096,-121.383658,Male,No,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,Mailed check,Offer E,No,0,60.1,60.1,23.63,23.63,85,0,83.73,0.0,1,5654,1,Churned,Yes,Competitor,Competitor had better devices
Sacramento,38.475465,-121.443625,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,Electronic check,Offer E,No,0,78.95,78.95,23.96,23.96,22,0,102.91,0.0,1,2038,2,Churned,Yes,Competitor,Competitor offered higher download speeds
Sacramento,38.486938,-121.395805,Male,No,No,Yes,No,DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Electronic check,Offer E,No,0,45.15,98.5,6.47,12.94,21,0,111.44,0.0,2,2699,2,Churned,Yes,Competitor,Competitor offered higher download speeds
Sacramento,38.685069,-121.543709,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,Electronic check,Offer E,No,0,79.4,244.65,46.6,139.8,76,0,384.4500000000001,0.0,3,2448,1,Churned,Yes,Competitor,Competitor offered higher download speeds
Sacramento,38.646096,-121.442433,Male,No,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,One year,Mailed check,Offer B,No,0,53.95,2375.4,0.0,0.0,4,0,2375.4,0.0,44,3051,2,Churned,Yes,Competitor,Competitor offered more data
