City,Latitude,Longitude,Gender,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Payment Method,Monthly Charges,Total Charges,Churn Label,CLTV,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Category,Churn Reason
Los Angeles,34.066367,-118.309868,Male,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,95.75,573.75,Yes,5750,No,0,Offer E,47.9,6,No,No,Yes,0.0,0,287.4,861.15,3,Churned,Competitor,Competitor made better offer
Los Angeles,34.078991,-118.263804,Female,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Electronic check,62.65,2274.9,Yes,3918,Yes,1,NULL,41.32,71,Yes,No,Yes,0.0,0,1404.88,3679.78,1,Churned,Competitor,Competitor had better devices
Los Angeles,34.127194,-118.295647,Female,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,74.5,74.5,Yes,2016,No,0,NULL,13.61,25,No,No,Yes,0.0,0,13.61,88.11,1,Churned,Competitor,Competitor had better devices
Los Angeles,34.099869,-118.326843,Female,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Credit card (automatic),102.1,1068.85,Yes,3596,Yes,1,NULL,32.07,22,No,Yes,Yes,0.0,0,320.7,1389.55,3,Churned,Competitor,Competitor offered higher download speeds
Los Angeles,34.070291,-118.349191,Female,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Electronic check,50.15,762.25,Yes,4254,No,0,NULL,14.26,53,No,No,Yes,0.0,0,228.16,990.41,2,Churned,Competitor,Competitor offered higher download speeds
Los Angeles,34.091829,-118.491244,Female,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Electronic check,86.5,582.5,Yes,3887,Yes,1,NULL,22.61,11,No,No,No,0.0,20,158.26999999999998,760.77,1,Churned,Competitor,Competitor offered higher download speeds
Los Angeles,33.927254,-118.249826,Male,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Electronic check,81.45,2122.05,Yes,2571,No,0,NULL,42.91,5,No,No,Yes,0.0,0,1158.57,3280.62,3,Churned,Competitor,Competitor offered more data
Los Angeles,34.003553,-118.308933,Male,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,69.15,69.15,Yes,4179,Yes,1,NULL,2.2,30,No,No,Yes,0.0,0,2.2,71.35000000000001,2,Churned,Competitor,Competitor offered more data
West Hollywood,34.093781,-118.381061,Female,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Electronic check,79.55,723.4,Yes,3246,No,0,NULL,45.41,23,No,Yes,Yes,0.0,0,408.69,1132.09,1,Churned,Competitor,Competitor offered more data
Downey,33.940884,-118.128628,Female,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Mailed check,95.5,4627.85,Yes,2459,No,0,NULL,29.54,29,Yes,No,Yes,0.0,0,1417.92,6045.77,2,Churned,Competitor,Competitor made better offer
Downey,33.921793,-118.140588,Male,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Electronic check,91.05,289.1,Yes,2194,No,0,Offer E,26.32,8,No,No,Yes,0.0,0,78.96000000000001,368.06000000000006,2,Churned,Competitor,Competitor made better offer
Hermosa Beach,33.86532,-118.396336,Female,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Electronic check,79.2,172.85,Yes,4225,Yes,1,Offer E,17.73,18,No,No,Yes,0.0,0,35.46,208.31,3,Churned,Price,Price too high
Marina Del Rey,33.977468,-118.445475,Female,No,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,45.25,85.5,Yes,4566,No,0,NULL,0.0,48,No,Yes,No,0.0,10,0.0,95.5,1,Churned,Dissatisfaction,Product dissatisfaction
Inglewood,33.936827,-118.359824,Female,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,74.3,1096.25,Yes,5342,No,0,NULL,35.07,10,No,No,Yes,0.0,0,490.98,1587.23,3,Churned,Dissatisfaction,Service dissatisfaction
Torrance,33.833181,-118.292062,Female,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Credit card (automatic),74.1,228.0,Yes,5657,Yes,1,NULL,16.29,24,No,No,Yes,0.0,0,48.87,276.87,1,Churned,Dissatisfaction,Lack of self-service on Website
Torrance,33.840399,-118.353714,Male,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,100.6,5746.15,Yes,5247,Yes,1,Offer B,42.1,3,No,No,Yes,0.0,0,2399.7000000000003,8145.85,1,Churned,Dissatisfaction,Network reliability
Torrance,33.867257,-118.330794,Male,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Mailed check,75.0,209.1,Yes,3190,No,0,NULL,34.49,52,No,Yes,Yes,0.0,0,103.47,312.57,1,Churned,Dissatisfaction,Limited range of services
Whittier,33.960891,-118.032222,Female,No,No,64,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Credit card (automatic),70.2,4481.0,Yes,6080,No,0,Offer B,29.12,24,Yes,No,Yes,0.0,0,1863.68,6344.68,1,Churned,Price,Lack of affordable download/upload speed
Buena Park,33.845706,-118.012204,Female,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,70.75,154.85,Yes,4407,No,0,Offer E,9.86,21,No,No,Yes,0.0,0,19.72,174.57,2,Churned,Price,Long distance charges
Pico Rivera,33.989524,-118.089299,Male,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Bank transfer (automatic),50.25,593.75,Yes,3624,No,0,NULL,46.58,26,Yes,No,No,0.0,120,558.96,1272.71,1,Churned,Price,Extra data charges
Bellflower,33.887676,-118.127289,Female,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Credit card (automatic),79.2,3233.85,Yes,3207,No,0,Offer B,44.86,4,No,No,Yes,0.0,0,1794.4,5028.25,1,Churned,Price,Price too high
Harbor City,33.798266,-118.300237,Female,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,96.0,1062.1,Yes,5239,No,0,NULL,25.54,27,No,Yes,Yes,0.0,0,306.48,1368.58,1,Churned,Dissatisfaction,Product dissatisfaction
Hawaiian Gardens,33.830431,-118.074071,Female,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,100.1,5440.9,Yes,5763,No,0,NULL,41.83,9,Yes,Yes,Yes,0.0,0,2258.82,7699.719999999999,1,Churned,Dissatisfaction,Service dissatisfaction
Lomita,33.794209,-118.317354,Female,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Mailed check,56.5,235.1,Yes,5758,Yes,5,NULL,42.71,56,Yes,No,Yes,0.0,0,170.84,405.94,2,Churned,Dissatisfaction,Lack of self-service on Website
Paramount,33.897122,-118.164432,Female,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Electronic check,85.0,85.0,Yes,2650,No,0,NULL,42.5,8,No,No,Yes,0.0,0,42.5,127.5,2,Churned,Dissatisfaction,Network reliability
Long Beach,33.752524,-118.210737,Male,Yes,No,51,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Electronic check,59.3,3014.65,Yes,5633,Yes,1,NULL,0.0,2,No,Yes,Yes,0.0,0,0.0,3014.65,1,Churned,Other,Don't know
Long Beach,33.864622,-118.179626,Male,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Electronic check,49.4,184.4,Yes,4455,No,0,NULL,9.77,16,No,No,No,0.0,10,39.08,233.48,1,Churned,Other,Don't know
Long Beach,33.830099,-118.182239,Male,No,No,35,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Mailed check,55.0,2010.55,Yes,2220,No,0,NULL,48.93,14,No,No,Yes,0.0,0,1712.55,3723.1,1,Churned,Other,Don't know
Long Beach,33.819814,-118.222416,Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,69.2,69.2,Yes,2637,No,0,NULL,10.08,18,No,No,Yes,0.0,0,10.08,79.28,2,Churned,Dissatisfaction,Poor expertise of online support
Duarte,34.145695,-117.95982,Male,No,No,38,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Mailed check,62.3,2354.8,Yes,3818,No,0,NULL,46.21,14,Yes,Yes,Yes,0.0,0,1755.98,4110.780000000001,3,Churned,Dissatisfaction,Poor expertise of phone support
La Canada Flintridge,34.234912,-118.153729,Male,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,92.5,3473.4,Yes,4127,Yes,3,NULL,49.37,4,No,Yes,Yes,0.0,0,1826.69,5300.09,1,Churned,Competitor,Competitor had better devices
Pasadena,34.167465,-118.165327,Male,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,69.65,220.1,Yes,2421,No,0,Offer E,39.38,23,No,No,Yes,0.0,0,118.14,338.24,2,Churned,Competitor,Competitor offered higher download speeds
Pasadena,34.159007,-118.087353,Male,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),111.6,6876.05,Yes,4495,No,0,NULL,7.82,11,Yes,Yes,Yes,0.0,0,477.02,7353.070000000001,1,Churned,Competitor,Competitor offered more data
San Marino,34.122671,-118.112911,Female,No,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Credit card (automatic),48.55,501.0,Yes,4444,No,0,NULL,19.01,8,No,No,No,0.0,130,209.11,840.11,1,Churned,Competitor,Competitor made better offer
Glendale,34.153338,-118.262974,Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,20.2,Yes,4197,No,0,Offer E,48.25,0,No,No,No,0.0,0,48.25,68.45,1,Churned,Price,Long distance charges
Glendale,34.13658,-118.245839,Male,No,No,19,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Electronic check,39.65,733.35,Yes,2933,No,0,NULL,0.0,21,No,No,Yes,0.0,0,0.0,733.35,1,Churned,Competitor,Competitor had better devices
Glendale,34.162515,-118.203869,Male,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,24.9,1334.0,Yes,5327,No,0,NULL,2.58,0,No,No,No,0.0,0,144.48000000000002,1478.48,3,Churned,Attitude,Attitude of support person
Agoura Hills,34.129058,-118.759788,Male,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Mailed check,56.7,113.55,Yes,5560,Yes,1,NULL,5.67,53,No,No,Yes,0.0,0,11.34,124.89,1,Churned,Competitor,Competitor offered higher download speeds
Winnetka,34.209532,-118.577563,Female,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Mailed check,105.95,1348.9,Yes,5887,Yes,3,NULL,5.63,23,Yes,Yes,Yes,0.0,0,78.82,1427.72,1,Churned,Competitor,Competitor offered higher download speeds
Pacoima,34.255442,-118.421314,Male,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,74.95,308.7,Yes,3716,Yes,1,NULL,28.11,27,No,No,Yes,0.0,0,112.44,421.14,2,Churned,Competitor,Competitor offered more data
Reseda,34.200175,-118.540958,Male,No,No,15,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Electronic check,29.7,438.25,Yes,5518,No,0,NULL,0.0,29,Yes,No,No,0.0,90,0.0,528.25,1,Churned,Competitor,Competitor offered more data
San Fernando,34.286131,-118.435969,Male,Yes,No,1,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,50.35,50.35,Yes,4526,Yes,1,Offer E,0.0,20,No,Yes,Yes,0.0,0,0.0,50.35,1,Churned,Competitor,Competitor offered more data
North Hills,34.238802,-118.482296,Female,Yes,No,64,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Electronic check,47.85,3147.5,Yes,6347,Yes,5,NULL,0.0,27,Yes,Yes,Yes,0.0,0,0.0,3147.5,1,Churned,Competitor,Competitor made better offer
Santa Clarita,34.502432,-118.41459,Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,70.3,70.3,Yes,4512,No,0,Offer E,5.67,7,No,No,Yes,0.0,0,5.67,75.97,2,Churned,Other,Don't know
Valencia,34.457005,-118.573726,Male,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Electronic check,98.8,5617.75,Yes,5543,No,0,Offer B,8.93,21,No,Yes,Yes,0.0,0,491.15,6108.9,2,Churned,Price,Price too high
Tarzana,34.157137,-118.548511,Female,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),99.85,1776.95,Yes,3068,No,0,NULL,36.49,3,Yes,Yes,Yes,0.0,0,656.82,2433.77,1,Churned,Dissatisfaction,Product dissatisfaction
Thousand Oaks,34.214054,-118.88109,Male,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Credit card (automatic),80.3,2483.05,Yes,5365,Yes,1,NULL,2.08,25,No,Yes,Yes,0.0,0,66.56,2549.61,1,Churned,Dissatisfaction,Service dissatisfaction
Thousand Oaks,34.191842,-118.822796,Female,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Credit card (automatic),80.45,5224.35,Yes,5011,No,0,NULL,45.59,24,No,No,No,0.0,140,3008.94,8373.29,2,Churned,Attitude,Attitude of support person
Panorama City,34.223768,-118.445461,Male,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Electronic check,86.8,620.35,Yes,3780,No,0,Offer E,30.61,59,No,Yes,Yes,0.0,0,214.27,834.62,2,Churned,Competitor,Competitor made better offer
Sherman Oaks,34.146957,-118.432138,Male,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Electronic check,84.2,519.15,Yes,5834,Yes,1,NULL,40.44,25,No,No,Yes,0.0,0,242.64,761.79,2,Churned,Dissatisfaction,Limited range of services
Burbank,34.188339,-118.300942,Male,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Mailed check,99.0,1301.7,Yes,3493,No,0,NULL,24.14,21,Yes,Yes,Yes,0.0,0,313.82,1615.52,1,Churned,Price,Lack of affordable download/upload speed
Burbank,34.177267,-118.31003,Female,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,100.75,1129.75,Yes,2229,No,0,NULL,48.64,28,No,Yes,Yes,0.0,0,535.04,1664.79,2,Churned,Price,Long distance charges
North Hollywood,34.1692,-118.372498,Female,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Bank transfer (automatic),91.75,865.8,Yes,4176,Yes,1,Offer E,22.0,7,No,No,Yes,0.0,0,198.0,1063.8,1,Churned,Price,Extra data charges
North Hollywood,34.207295,-118.400022,Female,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Mailed check,79.55,79.55,Yes,5571,No,0,Offer E,5.1,10,No,No,Yes,0.0,0,5.1,84.64999999999999,2,Churned,Price,Price too high
Chino,33.990646,-117.663025,Female,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,111.1,6014.85,Yes,5527,No,0,NULL,46.74,16,Yes,Yes,No,0.0,50,2523.96,8588.810000000001,1,Churned,Dissatisfaction,Product dissatisfaction
Rancho Cucamonga,34.10097,-117.57882,Female,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Electronic check,89.1,2368.4,Yes,4793,Yes,1,NULL,23.24,25,No,Yes,Yes,0.0,0,581.0,2949.4,1,Churned,Competitor,Competitor had better devices
El Monte,34.074492,-118.01462,Female,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),101.9,3545.35,Yes,4437,No,0,NULL,24.04,59,No,Yes,Yes,0.0,0,889.48,4434.83,3,Churned,Dissatisfaction,Lack of self-service on Website
South El Monte,34.04622,-118.053753,Female,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Electronic check,91.65,1301.0,Yes,4304,Yes,1,NULL,9.13,12,Yes,No,Yes,0.0,0,127.82,1428.82,3,Churned,Dissatisfaction,Network reliability
Rancho Cucamonga,34.245289,-117.642503,Female,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Electronic check,88.85,372.45,Yes,2754,No,0,NULL,12.86,4,No,No,Yes,0.0,0,51.44,423.89,3,Churned,Other,Don't know
Glendora,34.119363,-117.855059,Female,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Electronic check,25.3,77.75,Yes,3542,No,0,NULL,0.0,30,No,No,Yes,0.0,0,0.0,77.75,3,Churned,Attitude,Attitude of support person
La Puente,34.031441,-117.936436,Male,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,95.45,95.45,Yes,5962,No,0,NULL,5.59,2,No,Yes,Yes,0.0,0,5.59,101.04,1,Churned,Competitor,Competitor had better devices
La Puente,34.038983,-117.991372,Male,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,91.1,1135.7,Yes,5347,No,0,Offer D,5.43,26,No,Yes,No,0.0,80,70.59,1286.29,2,Churned,Attitude,Attitude of support person
Rowland Heights,33.976753,-117.897367,Female,Yes,No,45,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Credit card (automatic),54.15,2319.8,Yes,2761,Yes,1,NULL,42.04,26,Yes,No,Yes,0.0,0,1891.8,4211.6,2,Churned,Attitude,Attitude of service provider
Montclair,34.072121,-117.698319,Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),69.7,69.7,Yes,4620,No,0,NULL,21.52,25,No,No,Yes,0.0,0,21.52,91.22,2,Churned,Attitude,Attitude of service provider
Ontario,34.074087,-117.605618,Female,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,89.5,573.3,Yes,2898,No,0,Offer E,47.92,25,No,Yes,Yes,0.0,0,287.52,860.8199999999999,1,Churned,Competitor,Competitor had better devices
San Dimas,34.102119,-117.815532,Male,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Electronic check,35.15,99.75,Yes,2987,Yes,1,Offer E,0.0,13,No,Yes,Yes,0.0,0,0.0,99.75,2,Churned,Attitude,Attitude of support person
San Gabriel,34.114772,-118.089431,Male,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Credit card (automatic),73.75,871.4,Yes,2010,No,0,Offer D,14.96,59,No,Yes,Yes,0.0,0,179.52,1050.92,3,Churned,Attitude,Attitude of support person
San Gabriel,34.089927,-118.095645,Female,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,101.35,780.5,Yes,5546,No,0,NULL,43.98,27,No,No,Yes,0.0,0,351.84,1132.34,3,Churned,Attitude,Attitude of support person
West Covina,34.024405,-117.898722,Female,Yes,Yes,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Credit card (automatic),55.9,365.35,Yes,4914,Yes,1,Offer E,14.51,20,No,No,No,0.0,30,87.06,482.41,1,Churned,Attitude,Attitude of service provider
Alhambra,34.090925,-118.128164,Male,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic check,105.9,334.65,Yes,2715,Yes,1,NULL,41.3,2,No,No,Yes,0.0,0,123.9,458.55,2,Churned,Attitude,Attitude of service provider
Alpine,32.827184,-116.703729,Female,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,43.95,43.95,Yes,3238,No,0,Offer E,34.48,9,No,No,Yes,0.0,0,34.48,78.43,3,Churned,Attitude,Attitude of service provider
Campo,32.673483,-116.472863,Male,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),45.1,45.1,Yes,4884,No,0,Offer E,11.06,58,No,Yes,Yes,0.0,0,11.06,56.16,3,Churned,Other,Don't know
Guatay,32.857946,-116.561917,Female,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),70.25,2868.05,Yes,3407,No,0,NULL,40.78,41,No,Yes,Yes,0.0,0,1671.98,4540.030000000001,3,Churned,Attitude,Attitude of support person
Imperial Beach,32.579134,-117.119009,Male,No,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Electronic check,55.35,449.75,Yes,2688,No,0,Offer E,41.02,27,No,No,Yes,0.0,0,369.18,818.9300000000001,1,Churned,Competitor,Competitor had better devices
Mount Laguna,32.830852,-116.444601,Male,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic check,103.0,4414.3,Yes,2505,Yes,1,Offer B,17.43,26,No,No,Yes,0.0,0,749.49,5163.79,1,Churned,Competitor,Competitor had better devices
Spring Valley,32.726627,-116.994608,Female,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Electronic check,103.75,3361.05,Yes,3824,Yes,1,NULL,15.66,24,Yes,Yes,No,0.0,100,516.78,3977.83,1,Churned,Attitude,Attitude of service provider
Carlsbad,33.148116,-117.306043,Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,69.35,69.35,Yes,2843,No,0,NULL,22.03,26,No,No,Yes,0.0,0,22.03,91.38,2,Churned,Attitude,Attitude of service provider
Del Mar,32.948262,-117.256086,Female,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Electronic check,73.85,4092.85,Yes,5276,No,0,NULL,35.59,69,No,Yes,Yes,0.0,0,1993.04,6085.89,3,Churned,Attitude,Attitude of support person
Encinitas,33.054579,-117.25665,Female,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Credit card (automatic),75.15,216.75,Yes,2270,Yes,1,NULL,15.02,29,No,No,Yes,0.0,0,45.06,261.81,2,Churned,Attitude,Attitude of support person
Escondido,33.141265,-116.967221,Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,69.6,69.6,Yes,2072,No,0,NULL,46.21,58,No,Yes,Yes,0.0,0,46.21,115.81,1,Churned,Competitor,Competitor made better offer
Julian,32.980678,-116.262854,Male,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Electronic check,80.15,385.0,Yes,5124,Yes,1,NULL,11.54,19,No,No,Yes,0.0,0,57.7,442.7,1,Churned,Competitor,Competitor had better devices
Palomar Mountain,33.309852,-116.823091,Female,Yes,Yes,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Bank transfer (automatic),30.5,30.5,Yes,5171,Yes,1,NULL,0.0,19,No,No,Yes,0.0,0,0.0,30.5,1,Churned,Attitude,Attitude of service provider
Poway,32.984395,-117.013454,Male,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Bank transfer (automatic),98.3,6859.5,Yes,4794,Yes,1,Offer A,29.59,3,No,Yes,No,0.0,20,2071.3,8950.8,2,Churned,Competitor,Competitor had better devices
Solana Beach,33.001813,-117.263628,Female,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),107.4,5121.3,Yes,4956,No,0,NULL,5.19,47,No,Yes,Yes,0.0,0,249.12,5370.42,2,Churned,Attitude,Attitude of support person
San Marcos,33.119028,-117.166036,Female,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Electronic check,82.0,1127.2,Yes,3363,No,0,NULL,4.45,25,No,No,Yes,0.0,0,57.85,1185.05,2,Churned,Attitude,Attitude of support person
San Diego,32.747484,-117.166877,Female,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Credit card (automatic),75.4,1747.85,Yes,2325,Yes,1,NULL,17.73,29,No,No,Yes,0.0,0,425.52,2173.37,3,Churned,Attitude,Attitude of support person
San Diego,32.741499,-117.127409,Female,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,101.25,2754.45,Yes,4853,Yes,1,NULL,45.82,13,No,No,Yes,0.0,0,1237.14,3991.59,1,Churned,Attitude,Attitude of service provider
San Diego,32.787836,-117.232376,Male,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Electronic check,89.5,2196.15,Yes,4849,No,0,NULL,18.46,3,No,No,Yes,0.0,0,461.5,2657.65,1,Churned,Competitor,Competitor had better devices
San Diego,32.76501,-117.19938,Female,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),74.4,1692.6,Yes,2407,No,0,NULL,5.09,23,No,No,No,0.0,0,111.98,1804.58,1,Churned,Competitor,Competitor had better devices
San Diego,32.805518,-117.169052,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.5,20.5,Yes,3731,No,0,NULL,19.85,0,No,No,No,0.0,0,19.85,40.35,2,Churned,Attitude,Attitude of support person
San Diego,32.697098,-117.116587,Male,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,74.35,265.35,Yes,3622,No,0,NULL,47.82,13,No,No,Yes,0.0,0,191.28,456.63,1,Churned,Attitude,Attitude of support person
San Diego,32.707892,-117.05512,Female,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),99.75,1836.25,Yes,5857,Yes,1,NULL,25.27,15,Yes,No,Yes,0.0,0,454.86,2291.11,2,Churned,Attitude,Attitude of support person
San Diego,32.762506,-117.07245,Female,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Electronic check,111.95,6418.9,Yes,4060,No,0,Offer B,19.46,28,Yes,No,Yes,0.0,0,1089.76,7508.66,3,Churned,Attitude,Attitude of service provider
San Diego,32.808814,-117.134694,Male,No,No,16,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Mailed check,39.0,679.85,Yes,5692,No,0,NULL,0.0,24,No,No,Yes,0.0,0,0.0,679.85,1,Churned,Competitor,Competitor had better devices
San Diego,32.957195,-117.202542,Female,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Credit card (automatic),94.1,2804.45,Yes,5255,Yes,1,NULL,7.01,24,Yes,No,Yes,0.0,0,210.3,3014.75,3,Churned,Competitor,Competitor made better offer
