City,Churn Label,Latitude,Longitude,Count
Emigrant Gap,No,39.23754,-120.720196,3
Emigrant Gap,Yes,39.23754,-120.720196,1
Encinitas,No,33.054579,-117.25665,3
Encinitas,Yes,33.054579,-117.25665,2
Encino,No,34.152875,-118.486056,5
Encino,No,34.150354,-118.518292,4
Encino,Yes,34.150354,-118.518292,1
Escalon,No,37.818543,-121.006907,4
Escondido,No,33.081478,-117.033814,5
Escondido,No,33.141265,-116.967221,4
Escondido,No,33.21846,-117.116916,4
Escondido,No,33.079834,-117.134275,3
Escondido,Yes,33.079834,-117.134275,2
Escondido,Yes,33.141265,-116.967221,1
Escondido,Yes,33.21846,-117.116916,1
Esparto,No,38.834469,-122.127193,4
Essex,No,34.9436,-115.287901,4
Etna,No,41.405193,-123.008567,3
Etna,Yes,41.405193,-123.008567,1
Eureka,No,40.737431,-124.108897,3
Eureka,No,40.796621,-124.15428,3
Eureka,Yes,40.737431,-124.108897,1
Eureka,Yes,40.796621,-124.15428,1
Exeter,Yes,36.301689,-119.018233,3
Exeter,No,36.301689,-119.018233,1
Fair Oaks,No,38.652065,-121.25441,2
Fair Oaks,Yes,38.652065,-121.25441,2
Fairfax,No,37.971751,-122.611873,4
Fairfield,No,38.287136,-122.02711,2
Fairfield,Yes,38.287136,-122.02711,2
Fall River Mills,No,41.017282,-121.468945,3
Fall River Mills,Yes,41.017282,-121.468945,1
Fallbrook,No,33.362575,-117.299644,3
Fallbrook,Yes,33.362575,-117.299644,2
Farmersville,No,36.29878,-119.201028,3
Farmersville,Yes,36.29878,-119.201028,1
Farmington,No,37.956963,-120.863055,4
Fawnskin,No,34.274846,-116.937581,3
Fawnskin,Yes,34.274846,-116.937581,1
Fellows,Yes,35.215731,-119.57013,3
Fellows,No,35.215731,-119.57013,1
Felton,No,37.089111,-122.062213,3
Felton,Yes,37.089111,-122.062213,1
Ferndale,No,40.4785,-124.301372,3
Ferndale,Yes,40.4785,-124.301372,1
Fiddletown,No,38.513484,-120.704613,4
Fields Landing,No,40.726949,-124.217378,3
Fields Landing,Yes,40.726949,-124.217378,1
Fillmore,No,34.408161,-118.865111,4
Firebaugh,No,36.785618,-120.625382,4
Fish Camp,No,37.483535,-119.679414,4
Five Points,No,36.397745,-120.119911,2
Five Points,Yes,36.397745,-120.119911,2
Flournoy,No,39.84784,-122.544556,3
Flournoy,Yes,39.84784,-122.544556,1
Folsom,No,38.672638,-121.147403,2
Folsom,Yes,38.672638,-121.147403,2
Fontana,No,34.087558,-117.464096,4
Fontana,No,34.136367,-117.460803,3
Fontana,No,34.049671,-117.468896,2
Fontana,Yes,34.049671,-117.468896,2
Fontana,Yes,34.136367,-117.460803,1
Foothill Ranch,No,33.698728,-117.67768,2
Foothill Ranch,Yes,33.698728,-117.67768,2
Forbestown,No,39.531028,-121.24807,3
Forbestown,Yes,39.531028,-121.24807,1
Forest Falls,No,34.067699,-116.903891,4
Forest Knolls,No,38.010092,-122.689442,3
Forest Knolls,Yes,38.010092,-122.689442,1
Forest Ranch,No,40.077028,-121.494168,3
Forest Ranch,Yes,40.077028,-121.494168,1
Foresthill,No,39.031876,-120.811141,4
Forestville,No,38.499302,-122.92444,4
Forks Of Salmon,No,41.232128,-123.194748,4
Fort Bidwell,No,41.932207,-120.135941,2
Fort Bidwell,Yes,41.932207,-120.135941,2
Fort Bragg,No,39.455555,-123.683979,4
Fort Irwin,No,35.349241,-116.770281,4
Fort Jones,Yes,41.5837,-122.935922,4
Fortuna,No,40.584991,-124.121504,4
Fountain Valley,No,33.712036,-117.950113,4
Fowler,No,36.625792,-119.672483,3
Fowler,Yes,36.625792,-119.672483,1
Frazier Park,No,34.827662,-118.999073,4
Frazier Park,No,34.907911,-119.234281,3
Frazier Park,Yes,34.907911,-119.234281,1
Freedom,No,36.936228,-121.785559,3
Freedom,Yes,36.936228,-121.785559,1
Fremont,No,37.572273,-121.964583,4
Fremont,Yes,37.516791,-121.899117,3
Fremont,No,37.505768,-121.962472,2
Fremont,No,37.555473,-122.080312,2
Fremont,Yes,37.505768,-121.962472,2
Fremont,Yes,37.555473,-122.080312,2
Fremont,No,37.516791,-121.899117,1
French Camp,No,37.873283,-121.292034,3
French Camp,Yes,37.873283,-121.292034,1
French Gulch,No,40.740138,-122.587476,4
Fresno,No,36.623632,-119.741322,4
Fresno,No,36.749403,-119.787574,4
Fresno,No,36.751489,-119.68072,4
Fresno,No,36.757345,-119.818274,4
Fresno,No,36.799648,-119.801247,4
Fresno,No,36.822715,-119.761826,4
Fresno,Yes,36.833002,-119.82947,4
Fresno,No,36.732694,-119.783786,3
Fresno,No,36.768774,-119.762633,3
Fresno,No,36.78724,-119.827813,3
Fresno,No,36.78979,-119.929894,3
Fresno,No,36.793601,-119.761131,3
Fresno,No,36.841655,-119.797113,3
Fresno,No,36.878709,-119.7645,3
Fresno,Yes,36.739385,-119.753649,3
Fresno,No,36.654614,-119.903674,2
Fresno,Yes,36.654614,-119.903674,2
Fresno,No,36.739385,-119.753649,1
Fresno,Yes,36.732694,-119.783786,1
Fresno,Yes,36.768774,-119.762633,1
Fresno,Yes,36.78724,-119.827813,1
Fresno,Yes,36.78979,-119.929894,1
Fresno,Yes,36.793601,-119.761131,1
Fresno,Yes,36.841655,-119.797113,1
Fresno,Yes,36.878709,-119.7645,1
Friant,No,37.027663,-119.69056,3
Friant,Yes,37.027663,-119.69056,1
Fullerton,No,33.868316,-117.929029,4
Fullerton,No,33.902211,-117.914922,4
Fullerton,No,33.877639,-117.961212,3
Fullerton,No,33.879983,-117.895482,3
Fullerton,Yes,33.877639,-117.961212,1
Fullerton,Yes,33.879983,-117.895482,1
Fulton,No,38.493888,-122.777141,2
Fulton,Yes,38.493888,-122.777141,2
Galt,No,38.274451,-121.259201,3
Galt,Yes,38.274451,-121.259201,1
Garberville,No,40.057784,-123.679461,3
Garberville,Yes,40.057784,-123.679461,1
Garden Grove,No,33.787165,-117.931889,4
Garden Grove,No,33.764018,-117.931507,3
Garden Grove,No,33.766476,-117.969795,3
Garden Grove,No,33.782955,-118.026456,3
Garden Grove,No,33.786738,-117.982564,3
Garden Grove,Yes,33.764018,-117.931507,1
Garden Grove,Yes,33.766476,-117.969795,1
Garden Grove,Yes,33.782955,-118.026456,1
Garden Grove,Yes,33.786738,-117.982564,1
Garden Valley,No,38.852544,-120.837669,2
Garden Valley,Yes,38.852544,-120.837669,2
Gardena,No,33.890853,-118.297967,5
Gardena,No,33.90139,-118.315697,5
Gardena,No,33.876482,-118.284077,4
Gardena,Yes,33.876482,-118.284077,1
Gasquet,No,41.867908,-123.794144,3
Gasquet,Yes,41.867908,-123.794144,1
Gazelle,No,41.411315,-122.697236,4
Georgetown,No,38.9386,-120.785514,4
Gerber,No,40.03194,-122.176023,4
Geyserville,No,38.731771,-123.064272,4
Gilroy,No,37.03889,-121.528955,3
Gilroy,Yes,37.03889,-121.528955,1
Glen Ellen,No,38.368744,-122.522642,3
Glen Ellen,Yes,38.368744,-122.522642,1
Glencoe,No,38.358464,-120.579304,2
Glencoe,Yes,38.358464,-120.579304,2
Glendale,No,34.17051,-118.289463,5
Glendale,No,34.13658,-118.245839,4
Glendale,No,34.195386,-118.238508,4
Glendale,No,34.136306,-118.26036,3
Glendale,No,34.153338,-118.262974,3
Glendale,No,34.167926,-118.267539,3
Glendale,No,34.182378,-118.262922,3
Glendale,Yes,34.162515,-118.203869,3
Glendale,No,34.162515,-118.203869,2
Glendale,Yes,34.136306,-118.26036,2
Glendale,Yes,34.153338,-118.262974,2
Glendale,Yes,34.167926,-118.267539,2
Glendale,Yes,34.182378,-118.262922,2
Glendale,Yes,34.13658,-118.245839,1
Glendale,Yes,34.195386,-118.238508,1
Glendora,No,34.119363,-117.855059,4
Glendora,No,34.14649,-117.849815,4
Glendora,Yes,34.119363,-117.855059,1
Glendora,Yes,34.14649,-117.849815,1
Glenhaven,No,39.045246,-122.743181,4
Glenn,No,39.597975,-122.032248,4
Glennville,No,35.735694,-118.738483,4
Gold Run,No,39.170376,-120.838404,4
Goleta,No,34.489983,-120.091246,4
Gonzales,No,36.52588,-121.396719,4
Goodyears Bar,No,39.564113,-120.868836,4
Granada Hills,No,34.291273,-118.505104,4
Granada Hills,Yes,34.291273,-118.505104,1
Grand Terrace,No,34.029175,-117.307211,4
Granite Bay,No,38.749466,-121.184196,3
Granite Bay,Yes,38.749466,-121.184196,1
Grass Valley,No,39.194539,-120.988066,4
Grass Valley,No,39.099204,-121.137962,2
Grass Valley,Yes,39.099204,-121.137962,2
Graton,No,38.434362,-122.86891,3
Graton,Yes,38.434362,-122.86891,1
Green Valley Lake,No,34.244411,-117.072654,2
Green Valley Lake,Yes,34.244411,-117.072654,2
Greenbrae,No,37.946617,-122.563571,3
Greenbrae,Yes,37.946617,-122.563571,1
Greenfield,No,36.248708,-121.386617,3
Greenfield,Yes,36.248708,-121.386617,1
Greenview,No,41.528541,-122.955018,3
Greenview,Yes,41.528541,-122.955018,1
Greenville,No,40.160386,-120.835428,4
Greenwood,No,38.921333,-120.897718,2
Greenwood,Yes,38.921333,-120.897718,2
Grenada,No,41.599978,-122.539381,4
Gridley,No,39.346898,-121.759537,3
Gridley,Yes,39.346898,-121.759537,1
Grimes,Yes,39.033058,-121.895718,3
Grimes,No,39.033058,-121.895718,1
Grizzly Flats,Yes,38.636102,-120.522149,3
Grizzly Flats,No,38.636102,-120.522149,1
Groveland,No,37.902968,-119.667544,3
Groveland,Yes,37.902968,-119.667544,1
Grover Beach,No,35.120833,-120.61843,4
Guadalupe,No,34.936,-120.594655,3
Guadalupe,Yes,34.936,-120.594655,1
Gualala,No,38.848082,-123.50608,3
Gualala,Yes,38.848082,-123.50608,1
Guatay,Yes,32.857946,-116.561917,3
Guatay,No,32.857946,-116.561917,2
Guerneville,No,38.52576,-123.013347,3
Guerneville,Yes,38.52576,-123.013347,1
Guinda,No,38.830739,-122.196202,2
Guinda,Yes,38.830739,-122.196202,2
Gustine,No,37.147198,-121.120161,3
Gustine,Yes,37.147198,-121.120161,1
Hacienda Heights,No,33.998471,-117.973758,4
Hacienda Heights,Yes,33.998471,-117.973758,1
Half Moon Bay,No,37.45567,-122.407992,3
Half Moon Bay,Yes,37.45567,-122.407992,1
Hamilton City,No,39.732767,-122.042298,3
Hamilton City,Yes,39.732767,-122.042298,1
Hanford,No,36.29223,-119.622676,4
Happy Camp,No,41.831901,-123.487478,2
Happy Camp,Yes,41.831901,-123.487478,2
Harbor City,No,33.798266,-118.300237,3
Harbor City,Yes,33.798266,-118.300237,2
Hat Creek,No,40.789799,-121.474529,2
Hat Creek,Yes,40.789799,-121.474529,2
Hathaway Pines,No,38.184914,-120.364085,2
Hathaway Pines,Yes,38.184914,-120.364085,2
Hawaiian Gardens,No,33.830431,-118.074071,4
Hawaiian Gardens,Yes,33.830431,-118.074071,1
Hawthorne,No,33.914775,-118.348083,4
Hawthorne,Yes,33.914775,-118.348083,1
Hayfork,Yes,40.547857,-123.187265,3
Hayfork,No,40.547857,-123.187265,1
Hayward,No,37.639215,-122.037554,3
Hayward,No,37.656695,-122.048361,3
Hayward,No,37.674002,-122.076796,3
Hayward,No,37.62984,-122.120843,2
Hayward,Yes,37.62984,-122.120843,2
Hayward,Yes,37.639215,-122.037554,1
Hayward,Yes,37.656695,-122.048361,1
Hayward,Yes,37.674002,-122.076796,1
Healdsburg,No,38.618347,-122.908422,3
Healdsburg,Yes,38.618347,-122.908422,1
Heber,No,32.730583,-115.501083,3
Heber,Yes,32.730583,-115.501083,2
Helendale,No,34.757783,-117.33997,4
Helm,No,36.520537,-120.118055,3
Helm,Yes,36.520537,-120.118055,1
Hemet,No,33.734933,-117.044145,4
Hemet,No,33.644585,-116.871544,3
Hemet,No,33.739415,-116.968339,3
Hemet,Yes,33.644585,-116.871544,1
Hemet,Yes,33.739415,-116.968339,1
Herald,No,38.313447,-121.123886,3
Herald,Yes,38.313447,-121.123886,1
Hercules,No,37.991259,-122.214945,4
Herlong,No,40.198234,-120.18089,4
Hermosa Beach,Yes,33.86532,-118.396336,3
Hermosa Beach,No,33.86532,-118.396336,2
Hesperia,No,34.361387,-117.337509,4
Hickman,No,37.605926,-120.69955,2
Hickman,Yes,37.605926,-120.69955,2
Highland,No,34.129677,-117.154277,3
Highland,Yes,34.129677,-117.154277,1
Hilmar,No,37.394536,-120.890747,4
Hinkley,No,34.983808,-117.239306,3
Hinkley,Yes,34.983808,-117.239306,1
Hollister,No,36.875409,-121.279679,3
Hollister,Yes,36.875409,-121.279679,1
Holtville,Yes,32.811001,-115.152865,3
Holtville,No,32.811001,-115.152865,2
Homeland,No,33.761894,-117.120868,2
Homeland,Yes,33.761894,-117.120868,2
Homewood,No,39.117018,-120.212535,2
Homewood,Yes,39.117018,-120.212535,2
Honeydew,No,40.342928,-124.063329,3
Honeydew,Yes,40.342928,-124.063329,1
Hood,No,38.375325,-121.507935,3
Hood,Yes,38.375325,-121.507935,1
Hoopa,No,41.163637,-123.704841,3
Hoopa,Yes,41.163637,-123.704841,1
Hopland,No,38.93706,-123.118111,3
Hopland,Yes,38.93706,-123.118111,1
Hornbrook,No,41.962127,-122.527696,3
Hornbrook,Yes,41.962127,-122.527696,1
Hornitos,No,37.479926,-120.230424,4
Hughson,No,37.5923,-120.853288,2
Hughson,Yes,37.5923,-120.853288,2
Hume,No,36.807595,-118.901544,2
Hume,Yes,36.807595,-118.901544,2
Huntington Beach,No,33.721917,-118.043237,4
Huntington Beach,No,33.666301,-117.969501,3
Huntington Beach,No,33.723579,-118.005441,3
Huntington Beach,No,33.679659,-118.016195,2
Huntington Beach,Yes,33.679659,-118.016195,2
Huntington Beach,Yes,33.666301,-117.969501,1
Huntington Beach,Yes,33.723579,-118.005441,1
Huntington Park,Yes,33.97803,-118.217141,3
Huntington Park,No,33.97803,-118.217141,2
Huron,No,36.217864,-120.080117,2
Huron,Yes,36.217864,-120.080117,2
Hyampom,No,40.648024,-123.465088,4
Hydesville,No,40.557314,-124.081662,2
Hydesville,Yes,40.557314,-124.081662,2
Idyllwild,No,33.755039,-116.741796,3
Idyllwild,Yes,33.755039,-116.741796,1
Igo,No,40.524535,-122.647172,3
Igo,Yes,40.524535,-122.647172,1
Imperial,No,32.858595,-115.662709,3
Imperial,Yes,32.858595,-115.662709,2
Imperial Beach,No,32.579134,-117.119009,3
Imperial Beach,Yes,32.579134,-117.119009,2
Independence,No,36.869584,-118.189241,2
Independence,Yes,36.869584,-118.189241,1
Indian Wells,Yes,33.537646,-116.291089,4
Indian Wells,No,33.537646,-116.291089,1
Indio,No,33.752938,-116.230055,5
Indio,Yes,33.713891,-116.237257,3
Indio,No,33.713891,-116.237257,2
Inglewood,No,33.958134,-118.330905,5
Inglewood,No,33.936827,-118.359824,4
Inglewood,No,33.956445,-118.358634,4
Inglewood,No,33.975332,-118.355252,4
Inglewood,No,33.936291,-118.332639,3
Inglewood,Yes,33.936291,-118.332639,2
Inglewood,Yes,33.936827,-118.359824,1
Inglewood,Yes,33.956445,-118.358634,1
Inglewood,Yes,33.975332,-118.355252,1
Inverness,No,38.099323,-122.945723,3
Inverness,Yes,38.099323,-122.945723,1
Inyokern,No,36.041315,-118.188235,2
Inyokern,Yes,36.041315,-118.188235,2
Ione,No,38.33788,-120.954202,4
Irvine,No,33.667145,-117.732135,4
Irvine,No,33.680302,-117.833296,4
Irvine,No,33.688546,-117.788091,4
Irvine,No,33.643095,-117.810896,3
Irvine,No,33.703976,-117.824172,3
Irvine,No,33.720359,-117.733655,3
Irvine,No,33.716136,-117.752574,2
Irvine,Yes,33.716136,-117.752574,2
Irvine,Yes,33.643095,-117.810896,1
Irvine,Yes,33.703976,-117.824172,1
Irvine,Yes,33.720359,-117.733655,1
Isleton,No,38.154823,-121.601358,3
Isleton,Yes,38.154823,-121.601358,1
Ivanhoe,No,36.385818,-119.224243,3
Ivanhoe,Yes,36.385818,-119.224243,1
Jackson,Yes,38.336216,-120.76901,3
Jackson,No,38.336216,-120.76901,1
Jacumba,Yes,32.649787,-116.2237,3
Jacumba,No,32.649787,-116.2237,2
Jamestown,No,37.84771,-120.486589,3
Jamestown,Yes,37.84771,-120.486589,1
Jamul,No,32.695681,-116.798386,3
Jamul,Yes,32.695681,-116.798386,2
Janesville,No,40.294034,-120.512622,4
Jenner,No,38.505995,-123.187019,3
Jenner,Yes,38.505995,-123.187019,1
Johannesburg,Yes,35.363339,-117.637641,4
Jolon,No,35.930782,-121.189757,2
Jolon,Yes,35.930782,-121.189757,2
Joshua Tree,No,34.167236,-116.281511,4
Joshua Tree,Yes,34.167236,-116.281511,1
Julian,No,32.980678,-116.262854,3
Julian,Yes,32.980678,-116.262854,2
Junction City,No,40.913192,-123.06597,4
June Lake,No,37.730269,-119.055813,4
Keeler,No,36.560498,-117.962461,4
Keene,Yes,35.214982,-118.59049,3
Keene,No,35.214982,-118.59049,1
Kelseyville,No,38.93496,-122.792243,4
Kenwood,No,38.419525,-122.521585,4
Kerman,No,36.727418,-120.123526,3
Kerman,Yes,36.727418,-120.123526,1
Kernville,No,35.852892,-118.397782,3
Kernville,Yes,35.852892,-118.397782,1
Kettleman City,No,35.996923,-120.000951,4
Keyes,No,37.555631,-120.911653,4
King City,No,36.220761,-120.980777,3
King City,Yes,36.220761,-120.980777,1
Kings Beach,No,39.246654,-120.029273,3
Kings Beach,Yes,39.246654,-120.029273,1
Kingsburg,No,36.478239,-119.52137,3
Kingsburg,Yes,36.478239,-119.52137,1
Kirkwood,No,38.631489,-120.015167,3
Kirkwood,Yes,38.631489,-120.015167,1
Klamath,No,41.572813,-124.035011,3
Klamath,Yes,41.572813,-124.035011,1
Klamath River,No,41.816595,-122.948287,2
Klamath River,Yes,41.816595,-122.948287,2
Kneeland,No,40.664483,-123.865325,4
Knights Landing,No,38.875508,-121.765866,3
Knights Landing,Yes,38.875508,-121.765866,1
Korbel,No,40.7666,-123.80458,3
Korbel,Yes,40.7666,-123.80458,1
Kyburz,No,38.766036,-120.209673,3
Kyburz,Yes,38.766036,-120.209673,1
La Canada Flintridge,No,34.234912,-118.153729,4
La Canada Flintridge,Yes,34.234912,-118.153729,1
La Crescenta,No,34.239636,-118.245259,5
La Grange,No,37.666587,-120.411517,3
La Grange,Yes,37.666587,-120.411517,1
La Habra,No,33.940619,-117.9513,3
La Habra,Yes,33.940619,-117.9513,2
La Honda,No,37.285677,-122.224165,4
La Jolla,No,32.853743,-117.25034,4
La Jolla,Yes,32.853743,-117.25034,1
La Mesa,No,32.759327,-116.99726,5
La Mesa,No,32.782501,-117.01611,4
La Mesa,Yes,32.782501,-117.01611,1
La Mirada,No,33.902045,-118.008961,5
La Palma,Yes,33.850504,-118.039892,3
La Palma,No,33.850504,-118.039892,2
La Puente,Yes,34.031441,-117.936436,4
La Puente,Yes,34.038983,-117.991372,3
La Puente,No,34.038983,-117.991372,2
La Puente,No,34.031441,-117.936436,1
La Quinta,No,33.695532,-116.310571,4
La Quinta,Yes,33.695532,-116.310571,1
La Verne,No,34.144703,-117.770299,4
Ladera Ranch,No,33.569186,-117.640055,3
Ladera Ranch,Yes,33.569186,-117.640055,1
Lafayette,No,37.907777,-122.127161,3
Lafayette,Yes,37.907777,-122.127161,1
Laguna Beach,No,33.570023,-117.773669,3
Laguna Beach,Yes,33.570023,-117.773669,1
Laguna Hills,No,33.606899,-117.717854,4
Laguna Niguel,No,33.529047,-117.701175,4
Lagunitas,No,38.021772,-122.691744,4
Lake Arrowhead,No,34.2565,-117.19335,4
Lake City,Yes,41.729079,-120.225025,3
Lake City,No,41.729079,-120.225025,1
Lake Elsinore,No,33.655421,-117.391751,3
Lake Elsinore,No,33.705836,-117.318204,3
Lake Elsinore,Yes,33.655421,-117.391751,1
Lake Elsinore,Yes,33.705836,-117.318204,1
Lake Forest,No,33.644849,-117.684254,2
Lake Forest,Yes,33.644849,-117.684254,2
Lake Hughes,No,34.659579,-118.584212,2
Lake Hughes,Yes,34.659579,-118.584212,2
Lake Isabella,No,35.607875,-118.466318,4
Lakehead,No,40.883853,-122.418258,3
Lakehead,Yes,40.883853,-122.418258,1
Lakeport,No,39.080469,-122.955176,3
Lakeport,Yes,39.080469,-122.955176,1
Lakeshore,No,37.290606,-119.216328,4
Lakeside,No,32.909873,-116.906774,4
Lakeside,Yes,32.909873,-116.906774,1
Lakewood,No,33.841027,-118.078097,5
Lakewood,Yes,33.840524,-118.148403,4
Lakewood,No,33.847755,-118.112532,3
Lakewood,Yes,33.847755,-118.112532,2
Lakewood,No,33.840524,-118.148403,1
Lamont,No,35.245035,-118.905553,4
Lancaster,No,34.727529,-118.153098,3
Lancaster,No,34.712708,-117.889656,2
Lancaster,No,34.741406,-118.38111,2
Lancaster,Yes,34.712708,-117.889656,2
Lancaster,Yes,34.741406,-118.38111,2
Lancaster,Yes,34.727529,-118.153098,1
Landers,No,34.341737,-116.539416,4
Landers,Yes,34.341737,-116.539416,1
Larkspur,No,37.937082,-122.532369,2
Larkspur,Yes,37.937082,-122.532369,2
Lathrop,No,37.80821,-121.308401,2
Lathrop,Yes,37.80821,-121.308401,2
Laton,No,36.444232,-119.718285,4
Lawndale,No,33.88856,-118.351813,3
Lawndale,Yes,33.88856,-118.351813,2
Laytonville,No,39.806141,-123.531098,3
Laytonville,Yes,39.806141,-123.531098,1
Le Grand,No,37.249377,-120.249581,4
Lebec,No,34.845861,-118.885163,3
Lebec,Yes,34.845861,-118.885163,1
Lee Vining,No,37.890145,-119.184087,3
Lee Vining,Yes,37.890145,-119.184087,1
Leggett,No,39.873371,-123.741474,4
Lemon Cove,No,36.462671,-118.997291,2
Lemon Cove,Yes,36.462671,-118.997291,2
Lemon Grove,No,32.733564,-117.033713,5
Lemoore,No,36.303666,-119.825657,3
Lemoore,Yes,36.303666,-119.825657,1
Lewiston,Yes,40.704293,-122.803899,3
Lewiston,No,40.704293,-122.803899,1
Likely,No,41.266008,-120.490731,3
Likely,Yes,41.266008,-120.490731,1
Lincoln,No,38.922812,-121.312005,4
Linden,No,38.047746,-121.030499,3
Linden,Yes,38.047746,-121.030499,1
Lindsay,No,36.205465,-119.085807,3
Lindsay,Yes,36.205465,-119.085807,1
Litchfield,No,40.507272,-120.338228,4
Little River,No,39.245911,-123.77214,4
Littlerock,No,34.505273,-117.955054,4
Live Oak,No,39.258746,-121.77697,3
Live Oak,Yes,39.258746,-121.77697,1
Livermore,No,37.571748,-121.659562,3
Livermore,Yes,37.571748,-121.659562,1
Livingston,No,37.361987,-120.748394,3
Livingston,Yes,37.361987,-120.748394,1
Llano,No,34.500091,-117.765862,4
Lockeford,No,38.166791,-121.14207,3
Lockeford,Yes,38.166791,-121.14207,1
Lockwood,No,35.989792,-121.055933,2
Lockwood,Yes,35.989792,-121.055933,2
Lodi,No,38.128087,-121.4078,3
Lodi,No,38.123544,-121.159078,2
Lodi,Yes,38.123544,-121.159078,2
Lodi,Yes,38.128087,-121.4078,1
Loleta,No,40.665952,-124.240051,3
Loleta,Yes,40.665952,-124.240051,1
Loma Linda,No,34.049315,-117.255974,4
Loma Mar,No,37.266388,-122.26308,2
Loma Mar,Yes,37.266388,-122.26308,2
Lomita,No,33.794209,-118.317354,3
Lomita,Yes,33.794209,-118.317354,2
Lompoc,Yes,34.757477,-120.550507,3
Lompoc,No,34.601055,-120.382917,2
Lompoc,Yes,34.601055,-120.382917,2
Lompoc,No,34.757477,-120.550507,1
Lone Pine,No,36.590415,-118.073839,3
Lone Pine,Yes,36.590415,-118.073839,1
Long Barn,No,38.109125,-120.078597,3
Long Barn,Yes,38.109125,-120.078597,1
Long Beach,No,33.760458,-118.129725,5
Long Beach,No,33.797638,-118.11662,5
Long Beach,No,33.802664,-118.179971,5
Long Beach,No,33.771612,-118.143866,4
Long Beach,No,33.778436,-118.118648,4
Long Beach,No,33.781086,-118.199049,4
Long Beach,No,33.864622,-118.179626,4
Long Beach,No,33.752524,-118.210737,3
Long Beach,No,33.783047,-118.1486,3
Long Beach,No,33.823943,-118.111335,3
Long Beach,No,33.830099,-118.182239,3
Long Beach,Yes,33.819814,-118.222416,3
Long Beach,No,33.819814,-118.222416,2
Long Beach,Yes,33.752524,-118.210737,2
Long Beach,Yes,33.783047,-118.1486,2
Long Beach,Yes,33.823943,-118.111335,2
Long Beach,Yes,33.830099,-118.182239,2
Long Beach,Yes,33.771612,-118.143866,1
Long Beach,Yes,33.778436,-118.118648,1
Long Beach,Yes,33.781086,-118.199049,1
Long Beach,Yes,33.864622,-118.179626,1
Lookout,No,41.280478,-121.160249,4
Loomis,No,38.809175,-121.171375,3
Loomis,Yes,38.809175,-121.171375,1
Los Alamitos,No,33.79499,-118.065591,4
Los Alamitos,Yes,33.79499,-118.065591,1
Los Alamos,No,34.758699,-120.275839,2
Los Alamos,Yes,34.758699,-120.275839,2
Los Altos,No,37.349546,-122.134356,4
Los Altos,No,37.352911,-122.093002,3
Los Altos,Yes,37.352911,-122.093002,1
Los Angeles,No,33.994524,-118.149953,5
Los Angeles,No,34.008293,-118.346766,5
Los Angeles,No,34.028735,-118.317236,5
Los Angeles,No,34.029043,-118.239504,5
Los Angeles,No,34.030578,-118.399613,5
Los Angeles,No,34.037251,-118.423573,5
Los Angeles,No,34.051809,-118.383843,5
Los Angeles,No,34.057496,-118.413959,5
Los Angeles,No,34.102084,-118.451629,5
Los Angeles,No,34.108455,-118.362081,5
Los Angeles,Yes,34.066367,-118.309868,5
Los Angeles,No,33.92128,-118.274186,4
Los Angeles,No,33.949255,-118.246978,4
Los Angeles,No,33.952714,-118.292061,4
Los Angeles,No,33.954017,-118.402447,4
Los Angeles,No,33.958149,-118.308441,4
Los Angeles,No,33.964131,-118.272783,4
Los Angeles,No,33.988543,-118.334081,4
Los Angeles,No,34.00709,-118.258681,4
Los Angeles,No,34.02381,-118.156582,4
Los Angeles,No,34.039224,-118.266293,4
Los Angeles,No,34.046174,-118.446333,4
Los Angeles,No,34.048013,-118.293953,4
Los Angeles,No,34.049841,-118.33846,4
Los Angeles,No,34.050198,-118.210946,4
Los Angeles,No,34.061918,-118.277939,4
Los Angeles,No,34.065875,-118.238728,4
Los Angeles,No,34.070291,-118.349191,4
Los Angeles,No,34.078821,-118.177576,4
Los Angeles,No,34.078991,-118.263804,4
Los Angeles,No,34.085807,-118.206617,4
Los Angeles,No,34.088017,-118.327168,4
Los Angeles,No,34.108833,-118.229715,4
Los Angeles,No,34.137411,-118.328915,4
Los Angeles,Yes,34.099869,-118.326843,4
Los Angeles,No,33.973616,-118.24902,3
Los Angeles,No,34.001617,-118.222274,3
Los Angeles,No,34.002028,-118.430656,3
Los Angeles,No,34.002642,-118.287596,3
Los Angeles,No,34.017697,-118.200577,3
Los Angeles,No,34.027337,-118.28515,3
Los Angeles,No,34.028331,-118.354338,3
Los Angeles,No,34.043144,-118.251977,3
Los Angeles,No,34.044271,-118.185237,3
Los Angeles,No,34.044639,-118.240413,3
Los Angeles,No,34.052842,-118.264495,3
Los Angeles,No,34.052917,-118.255178,3
Los Angeles,No,34.072945,-118.37267,3
Los Angeles,No,34.076259,-118.310715,3
Los Angeles,No,34.091829,-118.491244,3
Los Angeles,No,34.110845,-118.259595,3
Los Angeles,No,34.11572,-118.192754,3
Los Angeles,No,34.127194,-118.295647,3
Los Angeles,No,34.137412,-118.207607,3
Los Angeles,Yes,33.927254,-118.249826,3
Los Angeles,Yes,33.987945,-118.370442,3
Los Angeles,Yes,34.003553,-118.308933,3
Los Angeles,Yes,34.059281,-118.30742,3
Los Angeles,Yes,34.062125,-118.315709,3
Los Angeles,Yes,34.066303,-118.435479,3
Los Angeles,No,33.927254,-118.249826,2
Los Angeles,No,33.987945,-118.370442,2
Los Angeles,No,34.003553,-118.308933,2
Los Angeles,No,34.059281,-118.30742,2
Los Angeles,No,34.062125,-118.315709,2
